0 10 1002
0 16 998
0 16 989
0 16 995
0 16 994
0 16 997
0 16 988
0 16 996
0 16 989
0 16 993
0 16 989
0 16 1000
0 16 988
0 16 999
0 16 1004
0 16 988
0 16 995
0 16 992
0 16 990
0 16 994
0 16 990
1 10 940
1 20 943
1 21 960
1 21 961
1 21 949
1 21 958
1 21 964
1 21 959
1 21 959
1 21 950
1 21 963
1 21 957
1 21 947
1 21 962
1 21 953
1 21 965
1 21 955
1 21 963
1 21 953
1 21 949
1 21 960
2 10 848
2 20 836
2 25 996
2 25 996
2 25 996
2 21 897
2 25 996
2 25 996
2 25 996
2 25 996
2 25 996
2 25 996
2 25 996
2 25 996
2 25 996
2 25 996
2 25 996
2 25 996
2 25 996
2 25 996
2 25 996
3 10 825
3 20 808
3 21 908
3 21 911
3 21 913
3 21 904
3 21 912
3 21 911
3 21 916
3 21 919
3 21 917
3 21 905
3 21 905
3 21 915
3 21 905
3 21 913
3 21 915
3 21 908
3 21 909
3 21 911
3 21 913
4 10 834
4 20 810
4 25 968
4 25 968
4 25 968
4 25 968
4 25 968
4 25 968
4 25 968
4 25 968
4 25 968
4 25 968
4 25 968
4 25 968
4 25 968
4 25 968
4 25 968
4 25 968
4 25 968
4 25 968
4 25 968
5 10 849
5 20 807
5 21 834
5 20 799
5 25 972
5 21 835
5 21 831
5 21 837
5 21 832
5 21 835
5 25 972
5 21 833
5 25 972
5 25 972
5 21 836
5 21 836
5 21 833
5 21 833
5 21 833
5 21 833
5 25 972
6 10 851
6 20 837
6 25 972
6 25 972
6 25 972
6 25 972
6 25 972
6 25 972
6 25 972
6 25 972
6 25 972
6 25 972
6 25 972
6 25 972
6 25 972
6 25 972
6 25 972
6 25 972
6 25 972
6 25 972
6 25 972
7 10 825
7 20 846
7 21 849
7 21 852
7 21 849
7 21 848
7 21 852
7 21 846
7 25 972
7 21 853
7 25 972
7 21 851
7 21 849
7 21 849
7 25 972
7 25 972
7 21 848
7 21 850
7 21 852
7 25 972
7 21 851
8 10 815
8 20 801
8 25 916
8 25 913
8 25 916
8 25 913
8 25 916
8 25 916
8 25 916
8 25 913
8 25 916
8 25 916
8 25 916
8 25 916
8 25 916
8 25 916
8 25 916
8 25 916
8 25 913
8 25 916
8 25 916
9 10 813
9 20 813
9 25 922
9 25 922
9 25 922
9 21 760
9 25 922
9 25 922
9 20 765
9 25 922
9 25 922
9 21 763
9 25 922
9 25 922
9 25 922
9 25 922
9 25 922
9 25 922
9 20 765
9 25 922
9 25 919
10 10 849
10 20 858
10 25 925
10 25 925
10 25 925
10 25 925
10 25 925
10 25 925
10 25 925
10 25 925
10 25 928
10 25 925
10 25 928
10 25 925
10 25 925
10 25 925
10 25 925
10 25 925
10 25 925
10 25 925
10 25 925
11 10 917
11 20 854
11 21 777
11 25 928
11 25 928
11 25 928
11 25 928
11 25 928
11 21 779
11 25 928
11 25 928
11 25 928
11 21 781
11 25 928
11 25 928
11 25 928
11 21 782
11 20 789
11 25 928
11 20 792
11 25 928
12 10 884
12 20 867
12 25 928
12 25 928
12 30 928
12 30 928
12 30 928
12 30 928
12 30 928
12 30 928
12 30 928
12 25 928
12 25 928
12 30 928
12 30 928
12 25 928
12 25 928
12 30 928
12 30 928
12 25 928
12 30 928
13 10 879
