0 10 2010
0 16 1999
0 16 2006
0 16 2008
0 16 2004
0 16 1999
0 16 2009
0 16 2003
0 16 2009
0 16 2000
0 16 2006
0 16 2025
0 16 1998
0 16 2006
0 16 2008
0 16 2009
0 16 2014
0 16 2002
0 16 2006
0 16 2012
0 16 2009
1 10 1832
1 16 1851
1 16 1838
1 16 1879
1 16 1856
1 16 1833
1 16 1867
1 16 1858
1 16 1888
1 16 1876
1 16 1860
1 16 1875
1 16 1858
1 16 1886
1 16 1849
1 16 1854
1 16 1843
1 16 1891
1 16 1851
1 16 1863
1 16 1873
2 10 1584
2 16 1517
2 16 1532
2 16 1534
2 16 1485
2 16 1575
2 16 1566
2 16 1510
2 16 1573
2 16 1523
2 16 1509
2 16 1549
2 16 1485
2 16 1432
2 16 1461
2 16 1419
2 16 1519
2 16 1627
2 16 1415
2 16 1556
2 16 1451
3 10 1515
3 16 1499
3 16 1532
3 16 1635
3 16 1446
3 16 1495
3 16 1546
3 16 1557
3 16 1590
3 16 1584
3 16 1513
3 16 1562
3 16 1506
3 16 1516
3 16 1600
3 16 1547
3 16 1483
3 16 1485
3 16 1544
3 16 1563
3 16 1468
4 10 1033
4 16 1121
4 16 945
4 16 1090
4 16 1077
4 16 940
4 16 1005
4 16 945
4 16 1026
4 16 934
4 16 1115
4 16 1129
4 16 953
4 16 994
4 16 943
4 16 968
4 16 1023
4 16 1145
4 16 1009
4 16 965
4 16 1045
5 10 1111
5 16 1136
5 16 1029
5 16 1019
5 16 1044
5 16 1009
5 16 1064
5 16 894
5 16 1133
5 16 992
5 16 1065
5 16 1015
5 16 995
5 16 933
5 16 1031
5 16 1031
5 16 978
5 16 1120
5 16 961
5 16 1000
5 16 1110
6 10 1035
6 16 1012
6 16 1093
6 16 1001
6 16 982
6 16 1035
6 16 898
6 16 1008
6 16 1060
6 16 988
6 16 948
6 16 1045
6 16 967
6 16 1003
6 16 980
6 16 997
6 16 1158
6 16 995
6 16 926
6 16 1020
6 16 1094
7 10 1139
7 16 1097
7 16 1131
7 16 1001
7 16 954
7 16 1015
7 16 1044
7 16 1083
7 16 952
7 16 952
7 16 973
7 16 1005
7 16 1116
7 16 1019
7 16 969
7 16 1050
7 16 938
7 16 968
7 16 939
7 16 942
7 16 992
8 10 582
8 16 592
8 16 550
8 16 528
8 16 500
8 16 529
8 16 525
8 16 523
8 16 599
8 16 477
8 16 490
8 16 492
8 16 538
8 16 560
8 16 477
8 16 535
8 16 530
8 16 578
8 16 531
8 16 499
8 16 540
9 10 474
9 16 465
9 16 568
9 16 448
9 16 457
9 16 457
9 16 511
9 16 499
9 16 513
9 16 581
9 16 535
9 16 474
9 16 495
9 16 626
9 16 501
9 16 492
9 16 564
9 16 599
9 16 448
9 16 507
9 16 446
10 10 575
10 16 513
10 16 644
10 16 543
10 16 460
10 16 478
10 16 544
10 16 631
10 16 656
10 16 508
10 16 535
10 16 587
10 16 540
10 16 434
10 16 577
10 16 530
10 16 534
10 16 507
10 16 583
10 16 493
10 16 496
11 10 468
11 16 519
11 16 479
11 16 505
11 16 581
11 16 494
11 16 428
11 16 500
11 16 487
11 16 555
11 16 558
11 16 558
11 16 423
11 16 492
11 16 529
11 16 680
11 16 468
11 16 510
11 16 511
11 16 464
11 16 467
12 10 440
12 16 508
12 16 591
12 16 470
12 16 524
12 16 481
12 16 483
12 16 520
12 16 606
12 16 453
12 16 504
12 16 454
12 16 533
12 16 570
12 16 521
12 16 505
12 16 488
12 16 418
12 16 454
12 16 575
12 16 506
13 10 572
13 16 518
13 16 470
13 16 609
13 16 480
13 16 546
13 16 563
13 16 597
13 16 530
13 16 532
13 16 526
13 16 474
13 16 595
13 16 480
13 16 462
13 16 527
13 16 517
13 16 541
13 16 482
13 16 558
13 16 442
14 10 503
14 16 394
14 16 549
14 16 556
14 16 506
14 16 671
14 16 534
14 16 576
14 16 559
14 16 510
14 16 415
14 16 472
14 16 451
14 16 557
14 16 529
14 16 580
14 16 481
14 16 612
14 16 461
14 16 477
14 16 508
15 10 583
15 16 568
15 16 549
15 16 593
15 16 487
15 16 524
15 16 467
15 16 523
15 16 463
15 16 525
15 16 511
15 16 454
15 16 538
15 16 441
15 16 497
15 16 502
15 16 561
15 16 547
15 16 603
15 16 534
15 16 570
16 10 149
16 16 155
16 16 168
16 16 186
16 16 202
16 16 177
16 16 195
16 16 145
16 16 200
16 16 199
16 16 200
16 16 218
16 16 195
16 16 220
16 16 189
16 16 174
16 16 234
16 16 205
16 16 227
16 16 201
16 16 233
17 10 202
17 16 176
17 16 200
17 16 138
17 16 197
17 16 147
17 16 195
17 16 200
17 16 150
17 16 170
17 16 177
17 16 191
17 16 177
17 16 146
17 16 192
17 16 203
17 16 136
17 16 235
17 16 212
17 16 166
17 16 247
18 10 180
18 16 165
18 16 144
18 16 172
18 16 176
18 16 223
18 16 188
18 16 195
